evaluation,de-identified
2.25.136713102155481595503528170385131027958,1.3.6.1.4.1.14519.5.2.1.8700.9668.650452479778149786851100416406
2.25.136734907330368771334520665551142501878,1.3.6.1.4.1.14519.5.2.1.8700.9668.184016291075102484970819278977
2.25.136737143545255736445449243329140735478,1.3.6.1.4.1.14519.5.2.1.8700.9668.847195628054506666816934867301
2.25.136852166991593945410767550436238540278,1.3.6.1.4.1.14519.5.2.1.8700.9668.300277540147249606898003539729
2.25.136888369904314025928509232376624823798,1.3.6.1.4.1.14519.5.2.1.8700.9668.269964821540132640912438727055
2.25.136892142749412955196265436939539824118,1.3.6.1.4.1.14519.5.2.1.8700.9668.907002287104083303617274527670
2.25.138352306296467282369785500880359505398,1.3.6.1.4.1.14519.5.2.1.8700.9668.853486645962934246988131614954
2.25.138359208257844712507554962461593026038,1.3.6.1.4.1.14519.5.2.1.8700.9668.156605591388582060627280144362
2.25.13836504493004176486590983481536921078,1.3.6.1.4.1.14519.5.2.1.8700.9668.231329641726382604603150918180
2.25.138380650171606760436559591228592209398,1.3.6.1.4.1.14519.5.2.1.8700.9668.213330324505919433055421131010
2.25.138445063856153295056988206363374632438,1.3.6.1.4.1.14519.5.2.1.8700.9668.518583433071691836987630989374
2.25.138465038068204766239138914728693841398,1.3.6.1.4.1.14519.5.2.1.8700.9668.225046555956794260256340891035
2.25.138502946367122966296747297702611107318,1.3.6.1.4.1.14519.5.2.1.8700.9668.383433598803466096990774410561
2.25.138506638399496131014879156850696764918,1.3.6.1.4.1.14519.5.2.1.8700.9668.231190521931324800289409825172
2.25.138599086969348338071165247512305581558,1.3.6.1.4.1.14519.5.2.1.8700.9668.139088937317477880093181378890
2.25.138617479787276024537137588740376083958,1.3.6.1.4.1.14519.5.2.1.8700.9668.114672229307406913045581934066
2.25.138630483901730303314188505076664483318,1.3.6.1.4.1.14519.5.2.1.8700.9668.130906215394583774893620302428
2.25.13865411284238318401483675959536762358,1.3.6.1.4.1.14519.5.2.1.8700.9668.299192707902070335408790234175
2.25.138701652183271991540718657800932802038,1.3.6.1.4.1.14519.5.2.1.8700.9668.306948001208039069971461942790
2.25.138713317737920591821785931212180274678,1.3.6.1.4.1.14519.5.2.1.8700.9668.257528500293009180086913622766
2.25.138715083337522222202549203339113512438,1.3.6.1.4.1.14519.5.2.1.8700.9668.153468882187660986881241722199
2.25.139063615947238722450056962531036610038,1.3.6.1.4.1.14519.5.2.1.8700.9668.289760385483793205714231495933
2.25.139175007178466464966818293615731260918,1.3.6.1.4.1.14519.5.2.1.8700.9668.299146409158310945294842867497
2.25.139242890264249499222590130040098897398,1.3.6.1.4.1.14519.5.2.1.8700.9668.858381344357802916498820957712
2.25.139305948751076227351524207605610823158,1.3.6.1.4.1.14519.5.2.1.8700.9668.793093188692615473350603915645
2.25.13932733038489939094423662125016268278,1.3.6.1.4.1.14519.5.2.1.8700.9668.206002693738728423596143706131
2.25.139392854914819749046073941900173884918,1.3.6.1.4.1.14519.5.2.1.8700.9668.116785113682597959141742816818
2.25.139455475269907773293221127167640452598,1.3.6.1.4.1.14519.5.2.1.8700.9668.109657403459238490030526707966
2.25.139524045660000618792121587585777253878,1.3.6.1.4.1.14519.5.2.1.8700.9668.289312426131551302934446330219
2.25.13984708693803359356493466795035442678,1.3.6.1.4.1.14519.5.2.1.8700.9668.899476266034828505071871098693
2.25.13998604125085923607342310500765122038,1.3.6.1.4.1.14519.5.2.1.8700.9668.475498218673951705079660004197
2.25.14014263175266055382345986494829280758,1.3.6.1.4.1.14519.5.2.1.8700.9668.285962621656264315562653358673
2.25.14026191767414203021014070471991868918,1.3.6.1.4.1.14519.5.2.1.8700.9668.895070440950851273619419992919
2.25.140958888678597012225990130815509052918,1.3.6.1.4.1.14519.5.2.1.8700.9668.271202591521284530657430893597
2.25.141028173310574923817893997032358133238,1.3.6.1.4.1.14519.5.2.1.8700.9668.416867052179848637762327284718
2.25.14105188187553113135420153306273136118,1.3.6.1.4.1.14519.5.2.1.8700.9668.989563315639035356052344610606
2.25.141153497210321612289742840788439121398,1.3.6.1.4.1.14519.5.2.1.8700.9668.215624788274949342535938829610
2.25.141300745127199247989090570026457087478,1.3.6.1.4.1.14519.5.2.1.8700.9668.337513247776904082980821606249
2.25.141311336744104967417061762949457755638,1.3.6.1.4.1.14519.5.2.1.8700.9668.235652938653916567099060309873
2.25.141359193723390083647541767237218713078,1.3.6.1.4.1.14519.5.2.1.8700.9668.169413068770655521646803146110
2.25.141361652569413713841258982873717390838,1.3.6.1.4.1.14519.5.2.1.8700.9668.331443724875924015914612086994
2.25.141384712322254303048037271808182435318,1.3.6.1.4.1.14519.5.2.1.8700.9668.256460184114191605751131528995
2.25.141413215049859622214808237212035562998,1.3.6.1.4.1.14519.5.2.1.8700.9668.797419517842687817903944381372
2.25.141431463276390720148364470222396702198,1.3.6.1.4.1.14519.5.2.1.8700.9668.243294435510262867248445421983
2.25.14149286582808552665724719869030153718,1.3.6.1.4.1.14519.5.2.1.8700.9668.219488291414103974703889683307
2.25.141609806662491954314930913590042541558,1.3.6.1.4.1.14519.5.2.1.8700.9668.282431866236109500603302798981
2.25.141688359801061597120368160545921678838,1.3.6.1.4.1.14519.5.2.1.8700.9668.346370662838604699615308810182
2.25.141757224523778183111282780979833978358,1.3.6.1.4.1.14519.5.2.1.8700.9668.510701210719735229474127054819
2.25.142029405349420499387973329834538024438,1.3.6.1.4.1.14519.5.2.1.8700.9668.142870613595191038310167835584
2.25.142076672078894884349138262219868978678,1.3.6.1.4.1.14519.5.2.1.8700.9668.109012007837275035442397064278
2.25.14217063502853817807284180944504339958,1.3.6.1.4.1.14519.5.2.1.8700.9668.339585252100770756016294966107
2.25.14285726193755992424137937841343282678,1.3.6.1.4.1.14519.5.2.1.8700.9668.123065626913384473986909500487
2.25.143743783547844595685669542636163808758,1.3.6.1.4.1.14519.5.2.1.8700.9668.284004351652046788916089700488
2.25.143757211136827513205604896464866754038,1.3.6.1.4.1.14519.5.2.1.8700.9668.406372135949695010970482113348
2.25.143765417986041553277014523714962308598,1.3.6.1.4.1.14519.5.2.1.8700.9668.214066063048480619134486234808
2.25.143767205373387875080470634066481888758,1.3.6.1.4.1.14519.5.2.1.8700.9668.152653793290154891345460797396
2.25.143840955304605090610441272420371906038,1.3.6.1.4.1.14519.5.2.1.8700.9668.144483982961654001280229741451
2.25.14386508377882262374773805423368191478,1.3.6.1.4.1.14519.5.2.1.8700.9668.569382685467581647642554866567
2.25.144000208268807700213542863405464534518,1.3.6.1.4.1.14519.5.2.1.8700.9668.253490431397242946862306615496
2.25.144011325168430889214072301524855930358,1.3.6.1.4.1.14519.5.2.1.8700.9668.128263156108455819339205868795
2.25.144041774928129996426939628271288565238,1.3.6.1.4.1.14519.5.2.1.8700.9668.292104773809923032563940626813
2.25.144061809353584978449986907730010029558,1.3.6.1.4.1.14519.5.2.1.8700.9668.271249779458327350837543267661
2.25.144110872977785186926328461692134604278,1.3.6.1.4.1.14519.5.2.1.8700.9668.109227867456228200262751001356
2.25.144114175999880406606562736539424112118,1.3.6.1.4.1.14519.5.2.1.8700.9668.244388091001667906645150637892
2.25.144240129367378270908573761002190519798,1.3.6.1.4.1.14519.5.2.1.8700.9668.247013064426383710853797483709
2.25.144276233244895208595893451012638883318,1.3.6.1.4.1.14519.5.2.1.8700.9668.273306532600348789153184876347
2.25.144325260424140660510639711944546303478,1.3.6.1.4.1.14519.5.2.1.8700.9668.738974515995095974062443915688
2.25.144427363341736043247783263904223313398,1.3.6.1.4.1.14519.5.2.1.8700.9668.218108361017511722691742002432
2.25.144539503279099545562534853979248639478,1.3.6.1.4.1.14519.5.2.1.8700.9668.154097229800702072783639052512
2.25.14454006414795477305864937224137194998,1.3.6.1.4.1.14519.5.2.1.8700.9668.281384811134725206958639849947
2.25.144564063217197342364545476668413296118,1.3.6.1.4.1.14519.5.2.1.8700.9668.301825607178773383571804625736
2.25.144594706293612984382396531662084750838,1.3.6.1.4.1.14519.5.2.1.8700.9668.221843950143374409079100187509
2.25.144678249221857775555815420015956049398,1.3.6.1.4.1.14519.5.2.1.8700.9668.266317063723028794324009560707
2.25.144756769876880787512874253618815548918,1.3.6.1.4.1.14519.5.2.1.8700.9668.241656082707339103839685293774
2.25.144763419892701422290050167730287001078,1.3.6.1.4.1.14519.5.2.1.8700.9668.319212949834170118445221237768
2.25.144884001590780819469972349913220627958,1.3.6.1.4.1.14519.5.2.1.8700.9668.102251456784862076894374639303
2.25.146348691442759586565099133019923004918,1.3.6.1.4.1.14519.5.2.1.8700.9668.186928671628002314628868167002
2.25.146479922594303338585958951412941045238,1.3.6.1.4.1.14519.5.2.1.8700.9668.240416537478351463356477225776
2.25.146574613717295511894320627336064122358,1.3.6.1.4.1.14519.5.2.1.8700.9668.933988357294357585847099439357
2.25.146582299641341020677710577034686217718,1.3.6.1.4.1.14519.5.2.1.8700.9668.255667168761540419977314052426
2.25.146678847872462528342145445628005170678,1.3.6.1.4.1.14519.5.2.1.8700.9668.334589102538168447194046428859
2.25.146776874104955739607798121783717641718,1.3.6.1.4.1.14519.5.2.1.8700.9668.164071052348217374852536417235
2.25.146794297566315064049600006001555783158,1.3.6.1.4.1.14519.5.2.1.8700.9668.262103248337800113317887498183
2.25.146903681155904695108046716682548919798,1.3.6.1.4.1.14519.5.2.1.8700.9668.131161638107069120084451014904
2.25.147149883067058584108440342475937791478,1.3.6.1.4.1.14519.5.2.1.8700.9668.818521432273887102624022156925
2.25.147319505413171060628046176493250395638,1.3.6.1.4.1.14519.5.2.1.8700.9668.210100849855367036984574649373
2.25.147351554789471330837889516892040314358,1.3.6.1.4.1.14519.5.2.1.8700.9668.267553934049998774939260033314
2.25.147440414719702454291004307980418661878,1.3.6.1.4.1.14519.5.2.1.8700.9668.491635202373226021420729310600
2.25.147452179705695009973815261289323806198,1.3.6.1.4.1.14519.5.2.1.8700.9668.256963474234787718705816544703
2.25.148958957142164604570358486813323673078,1.3.6.1.4.1.14519.5.2.1.8700.9668.168917637409538994087120683957
2.25.149027547735438891206665033585167810038,1.3.6.1.4.1.14519.5.2.1.8700.9668.722865106739212288292471942270
2.25.149120462563027494708577862252924354038,1.3.6.1.4.1.14519.5.2.1.8700.9668.235412811729632563427885928847
2.25.149242343206831313252314890588923739638,1.3.6.1.4.1.14519.5.2.1.8700.9668.284778337454071072879727771153
2.25.149321179189941131981437346496705576438,1.3.6.1.4.1.14519.5.2.1.8700.9668.469205970782490798077378774672
2.25.149327999546311172426939086727670250998,1.3.6.1.4.1.14519.5.2.1.8700.9668.193022706217786562177254265689
2.25.149528706269704495416756371778457681398,1.3.6.1.4.1.14519.5.2.1.8700.9668.296044712239655378622349034867
2.25.149553652841235361828734450962099977718,1.3.6.1.4.1.14519.5.2.1.8700.9668.202691790574314527274246311566
2.25.149602779055683956573902703823945317878,1.3.6.1.4.1.14519.5.2.1.8700.9668.154587314760762220191987891074
2.25.149636266819274673252795055013153586678,1.3.6.1.4.1.14519.5.2.1.8700.9668.127702332321626924014764553600
2.25.149748243150482583611689514419921468918,1.3.6.1.4.1.14519.5.2.1.8700.9668.222341074557084855802627378734
2.25.149785159512806105079791226223580528118,1.3.6.1.4.1.14519.5.2.1.8700.9668.608305965277279108568314155579
2.25.149820106659150334507782050492353986038,1.3.6.1.4.1.14519.5.2.1.8700.9668.171603055791002990467889175591
2.25.149826491656767359070748714199311564278,1.3.6.1.4.1.14519.5.2.1.8700.9668.247977853382854755362711076630
2.25.149838160776683272493711179320036802038,1.3.6.1.4.1.14519.5.2.1.8700.9668.157040679964826766371898852251
2.25.149846863594194651859874142155261459958,1.3.6.1.4.1.14519.5.2.1.8700.9668.306462507298391203123029837529
2.25.149912781821547332360073658689660763638,1.3.6.1.4.1.14519.5.2.1.8700.9668.892996720382723521290552438964
2.25.149957680421244165960187920046316174838,1.3.6.1.4.1.14519.5.2.1.8700.9668.263028625895792615086151759495
2.25.150034067065709856207313671542873374198,1.3.6.1.4.1.14519.5.2.1.8700.9668.170871157220429934264880093382
2.25.150092758892359610657281280933562531318,1.3.6.1.4.1.14519.5.2.1.8700.9668.236360064518365261439116705344
2.25.150111161217666798834974133386907074038,1.3.6.1.4.1.14519.5.2.1.8700.9668.281600432485615644995791677899
2.25.151551835032883429552767873483663850998,1.3.6.1.4.1.14519.5.2.1.8700.9668.307595449815980017352257515378
2.25.151585082339000915439395628266982850038,1.3.6.1.4.1.14519.5.2.1.8700.9668.191246968485518913811203916892
2.25.151594172582226989558169423532124650998,1.3.6.1.4.1.14519.5.2.1.8700.9668.939550589653602020601438788308
2.25.151611670914199889979770333648995859958,1.3.6.1.4.1.14519.5.2.1.8700.9668.162351730563653898899534437061
2.25.151640615734952038741545071028091862518,1.3.6.1.4.1.14519.5.2.1.8700.9668.299460966432303051592719656844
2.25.151693797242898926106833049437035150838,1.3.6.1.4.1.14519.5.2.1.8700.9668.747922060813690167759481719132
2.25.151695829049126604415770635871641517558,1.3.6.1.4.1.14519.5.2.1.8700.9668.248060973758008046941721053544
2.25.151729591338300433020592748690637700598,1.3.6.1.4.1.14519.5.2.1.8700.9668.181808255839464322356298470941
2.25.151764012409645567733381951827580927478,1.3.6.1.4.1.14519.5.2.1.8700.9668.416874134715258246863483068647
2.25.151805006249352885815617915370644028918,1.3.6.1.4.1.14519.5.2.1.8700.9668.823660442540130444609517397953
2.25.152010748318614802875410958107195063798,1.3.6.1.4.1.14519.5.2.1.8700.9668.760277590460858793973601328546
2.25.152044179434069321855301929912478842358,1.3.6.1.4.1.14519.5.2.1.8700.9668.246328920071552859757486016464
2.25.152154913863829821120704610517825207798,1.3.6.1.4.1.14519.5.2.1.8700.9668.151008862568211728557626037387
2.25.152220879628080010179506683178594713078,1.3.6.1.4.1.14519.5.2.1.8700.9668.509183604171999458690886748547
2.25.152223184375327550129087279372109987318,1.3.6.1.4.1.14519.5.2.1.8700.9668.269403513462839078386854116297
2.25.152253466171322127101558907805367909878,1.3.6.1.4.1.14519.5.2.1.8700.9668.176893300064022817249464080675
2.25.152610417565587393077579356977453710838,1.3.6.1.4.1.14519.5.2.1.8700.9668.410514955042331192140569640079
2.25.152707426112333108617815644061124115958,1.3.6.1.4.1.14519.5.2.1.8700.9668.147299760268375769008996990651
2.25.152732238788269325923063190155490344438,1.3.6.1.4.1.14519.5.2.1.8700.9668.290203912023827806571457598325
2.25.152797016922363426159444735592444313078,1.3.6.1.4.1.14519.5.2.1.8700.9668.233629308914434371133025129253
2.25.152856642849049223785952572866307931638,1.3.6.1.4.1.14519.5.2.1.8700.9668.752868432715608023758145243715
2.25.154277718389845513505877485963789843958,1.3.6.1.4.1.14519.5.2.1.8700.9668.586393985518172055505285578518
2.25.154301257869210126583219903806874172918,1.3.6.1.4.1.14519.5.2.1.8700.9668.280670515720579725293265594618
2.25.154324320395036403789250008515377479158,1.3.6.1.4.1.14519.5.2.1.8700.9668.267730677076859439099480008996
2.25.154518481683783610830817002932707900918,1.3.6.1.4.1.14519.5.2.1.8700.9668.239477001589521165332348076866
2.25.154540944056278842484489836545787411958,1.3.6.1.4.1.14519.5.2.1.8700.9668.875184790626515081011351383505
2.25.154604971503533120066272683153811946998,1.3.6.1.4.1.14519.5.2.1.8700.9668.295662879544473149886273875191
2.25.154851905879049453440467361261021674998,1.3.6.1.4.1.14519.5.2.1.8700.9668.214026624330249553497955231454
2.25.154889875579793602052937379231500451318,1.3.6.1.4.1.14519.5.2.1.8700.9668.292577145878721388201959927173
2.25.154936929581651636214355872951324753398,1.3.6.1.4.1.14519.5.2.1.8700.9668.705832045494505120994800286723
2.25.155021818200236732167548787649192508918,1.3.6.1.4.1.14519.5.2.1.8700.9668.760516478421526262527465503155
2.25.155164869797486799856255874831880928758,1.3.6.1.4.1.14519.5.2.1.8700.9668.340141267808819821884156324416
2.25.155196002900087592599034945894885211638,1.3.6.1.4.1.14519.5.2.1.8700.9668.264809263385702954714959899720
2.25.155229061247037481965217540075882659318,1.3.6.1.4.1.14519.5.2.1.8700.9668.233006171614532273706223363056
2.25.155238861770740496463777861462539222518,1.3.6.1.4.1.14519.5.2.1.8700.9668.153894477786990375527567015329
2.25.155423975203328574517991673160741273078,1.3.6.1.4.1.14519.5.2.1.8700.9668.162003607160857385835989590573
2.25.156922378619161223945372949056910376438,1.3.6.1.4.1.14519.5.2.1.8700.9668.264116795059041094868702720530
2.25.156936572344475654401452832455613070838,1.3.6.1.4.1.14519.5.2.1.8700.9668.142629889072325602598527369017
2.25.156945657834011977664366372108117851638,1.3.6.1.4.1.14519.5.2.1.8700.9668.997399814933764228870413825990
2.25.157025818511999034893213392070749306358,1.3.6.1.4.1.14519.5.2.1.8700.9668.559578785449957462333254778283
2.25.157035453052701582007986454982829915638,1.3.6.1.4.1.14519.5.2.1.8700.9668.257561223914533706584880357308
2.25.157539312078886484918024669121666989558,1.3.6.1.4.1.14519.5.2.1.8700.9668.748891440527956234718171795083
2.25.157564459889950137561420235906943139318,1.3.6.1.4.1.14519.5.2.1.8700.9668.264795768287502073020858176295
2.25.157747935280278233200454301083971993078,1.3.6.1.4.1.14519.5.2.1.8700.9668.119207329659125487792469052848
2.25.157817398571762614458439440742429081078,1.3.6.1.4.1.14519.5.2.1.8700.9668.266202163690324716140170952801
2.25.157832039936195250508026727664451173878,1.3.6.1.4.1.14519.5.2.1.8700.9668.158224276439304608964858208406
2.25.157869814339518801458904577549092371958,1.3.6.1.4.1.14519.5.2.1.8700.9668.230022240489562063214827009143
2.25.157899932529357786475519075314092850678,1.3.6.1.4.1.14519.5.2.1.8700.9668.140636529761323683460538094104
2.25.157944629889521833844215849069114408438,1.3.6.1.4.1.14519.5.2.1.8700.9668.275484252460195148242099359501
2.25.157984691213756359035198336599882055158,1.3.6.1.4.1.14519.5.2.1.8700.9668.813485242085227072244106946132
2.25.158059019906700741266155095792329276918,1.3.6.1.4.1.14519.5.2.1.8700.9668.105195867499451959148846078752
